y,rr,longstring,person_total,eta
0,-1.000378,0.843113,-0.904478,-3.139078
0,0.669386,-0.674491,0.196222,1.026938
0,0.729324,3.372454,0.674491,6.903912
1,0.729324,3.372454,0.674491,6.903912
1,0.432058,-0.843113,1.433652,1.963215
1,-0.124241,0.505868,0.355333,0.599080
0,0.103190,2.360718,0.253718,3.366013
0,0.729324,3.372454,0.674491,6.903912
1,0.106891,2.023472,0.648826,3.525487
1,-0.004550,-1.011736,1.527355,0.720361
0,0.729324,3.372454,0.674491,6.903912
0,-2.197627,-0.337245,1.652879,-4.128740
0,0.345749,0.843113,0.594958,2.620457
0,0.637851,-0.168623,-0.287377,0.875155
0,-0.266138,-0.168623,0.937342,0.218936
0,0.729324,3.372454,0.674491,6.903912
0,-1.192575,-0.337245,-0.852166,-5.044632
0,-2.635124,1.011736,-1.222036,-7.760487
0,-0.347272,-0.843113,0.267377,-1.800346
0,-0.290499,-0.674491,0.577756,-0.992264
1,-1.270109,-0.337245,-0.986477,-5.445371
0,-0.035104,0.337245,-0.327952,-0.355252
0,0.295423,1.011736,0.182872,2.102288
0,0.272534,-0.505868,0.505174,0.619248
0,0.729324,3.372454,0.674491,6.903912
0,0.249428,-1.011736,1.106330,0.794008
1,0.729324,3.372454,0.674491,6.903912
1,0.671954,-0.843113,0.726832,1.587896
0,0.076254,2.529340,0.066970,3.234707
0,0.384731,-0.843113,0.227124,0.100271
0,0.729324,3.372454,0.674491,6.903912
0,-1.168124,-1.180359,-0.431961,-5.422064
0,0.457396,-1.011736,-0.277038,-0.640360
0,0.165059,1.011736,0.622971,2.386833
0,0.729324,3.372454,0.674491,6.903912
0,-2.186560,0.337245,-0.759044,-6.732071
0,0.257921,2.023472,0.061634,3.084555
0,0.528643,-0.168623,0.585029,1.838438
1,0.123714,0.843113,0.643760,2.096612
1,-2.028350,1.180359,-0.794856,-5.312734
1,0.053306,-1.011736,0.063792,-1.231055
0,-0.773679,-0.674491,1.417873,-1.076050
0,0.729324,3.372454,0.674491,6.903912
0,-2.376772,-0.337245,-0.881263,-8.254943
0,-0.001514,-0.674491,0.929746,0.287491
0,0.037031,-0.337245,1.100304,1.055099
0,-1.595019,-0.843113,-0.949342,-6.889798
1,0.729324,3.372454,0.674491,6.903912
0,0.017129,0.000000,-0.058391,-0.246601
0,0.421785,-0.674491,0.845695,1.299115
1,0.729324,3.372454,0.674491,6.903912
0,0.277064,-0.505868,1.360517,1.862290
0,0.174714,1.686227,0.130864,2.542527
0,-0.356574,-1.011736,0.837160,-1.214776
0,0.729324,3.372454,0.674491,6.903912
0,0.486655,-0.674491,0.414173,0.851674
0,0.729324,3.372454,0.674491,6.903912
0,-2.481877,-0.337245,-0.513032,-8.006242
0,0.645258,0.505868,-0.259545,1.773081
0,0.487642,-0.168623,1.659456,3.274944
0,-0.762531,-0.337245,-1.001572,-4.109016
0,0.729324,3.372454,0.674491,6.903912
0,-0.340674,-0.674491,0.503054,-1.234016
0,-0.147254,0.000000,-0.073546,-0.708233
0,0.208523,0.505868,0.926498,2.311388
0,0.667767,-0.843113,-0.073221,0.425336
0,0.651407,-0.674491,0.500674,1.416971
0,0.270317,-0.505868,1.255810,1.693555
0,-0.331170,-0.505868,0.786622,-0.590991
0,-2.531357,0.000000,-0.894635,-8.268768
0,0.049634,0.337245,0.447213,0.987012
0,-0.129784,1.348982,1.116051,2.726567
1,-0.716731,-0.505868,-0.761238,-3.850124
0,0.553594,-0.168623,0.485808,1.762408
0,-0.573898,-0.337245,0.086284,-2.038779
0,0.074894,2.192095,0.157474,2.942283
0,0.099393,0.505868,-0.152759,0.466242
1,0.729324,3.372454,0.674491,6.903912
0,0.729324,3.372454,0.674491,6.903912
1,0.729324,3.372454,0.674491,6.903912
1,-1.835257,-0.843113,-0.714467,-7.194572
0,-1.855612,0.337245,-0.299877,-5.185800
1,0.197101,0.674491,0.535486,1.927636
0,-1.224710,0.000000,-0.723192,-4.525980
1,0.729324,3.372454,0.674491,6.903912
0,0.179218,0.843113,0.204741,1.613327
0,0.729324,3.372454,0.674491,6.903912
0,0.323032,-1.180359,0.065857,-0.715916
0,0.157474,1.348982,0.948370,3.253845
0,0.179218,0.843113,0.204741,1.613327
0,0.142207,1.011736,0.836924,2.633590
0,0.047947,0.505868,-0.763824,-0.550790
0,0.729324,3.372454,0.674491,6.903912
0,0.114005,1.348982,0.867317,3.020898
0,-0.083178,-0.843113,1.079770,0.075378
1,-0.731313,0.000000,1.487783,-0.024033
1,-1.250751,0.000000,0.745869,-2.481530
0,0.657377,0.000000,0.754653,2.636498
