experiment,size,rate,scenario,fold,calib_mode,mcc,f1,auc,sens,spec,thr,n_tr,n_te,rate_te
v3_calibration,50,0.1,B,0,fixed05,0.5609391384827047,0.5420560747663552,0.9004444936958235,0.4027777777777778,0.9946808510638298,0.5,4800,1200,0.06
v3_calibration,50,0.1,B,1,oracle_clean,0.48919887353197594,0.5172413793103449,0.8819752265563435,0.625,0.949468085106383,0.18221428571428538,4800,1200,0.06
v3_calibration,50,0.1,B,1,blind95,0.5216478327053429,0.5454545454545454,0.8819752265563435,0.5,0.9787234042553191,0.3111314123376622,4800,1200,0.06
v3_calibration,50,0.1,B,1,rate_aware,0.5082344777060471,0.5379310344827586,0.8819752265563435,0.5416666666666666,0.9698581560283688,0.27688311383928466,4800,1200,0.06
v3_calibration,50,0.1,B,1,fixed05,0.5706072595178053,0.5663716814159292,0.8819752265563435,0.4444444444444444,0.9920212765957447,0.5,4800,1200,0.06
v3_calibration,50,0.1,B,2,oracle_clean,0.5040175711694366,0.5310734463276836,0.8905142759903246,0.6438356164383562,0.9494232475598935,0.20265357142857154,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,2,blind95,0.5494858946168788,0.5714285714285714,0.8905142759903246,0.5205479452054794,0.9804791481810116,0.37125833333333297,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,2,rate_aware,0.5478358109175773,0.5753424657534246,0.8905142759903246,0.5753424657534246,0.9724933451641526,0.3050061259920637,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,2,fixed05,0.5886641016629356,0.5862068965517241,0.8905142759903246,0.4657534246575342,0.9920141969831411,0.5,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,3,oracle_clean,0.5134284818727918,0.5393258426966293,0.9099682755770563,0.6575342465753424,0.9494232475598935,0.16984404761904806,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,3,blind95,0.6294692853908058,0.6466165413533834,0.9099682755770563,0.589041095890411,0.9849157054125999,0.26508690476190466,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,3,rate_aware,0.5915936356674891,0.6164383561643836,0.9099682755770563,0.6164383561643836,0.9751552795031055,0.23022926587301595,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,3,fixed05,0.551935753068656,0.5192307692307693,0.9099682755770563,0.3698630136986301,0.9964507542147294,0.5,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,4,oracle_clean,0.4559083884449214,0.48837209302325585,0.8923496736395571,0.5753424657534246,0.9494232475598935,0.18340119047619063,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,4,blind95,0.4695025038429518,0.49624060150375937,0.8923496736395571,0.4520547945205479,0.9760425909494232,0.34385833333333315,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,4,rate_aware,0.47490610300105746,0.5068493150684932,0.8923496736395571,0.5068493150684932,0.9680567879325643,0.25864620535714294,4800,1200,0.060833333333333336
v3_calibration,50,0.1,B,4,fixed05,0.4577169831050455,0.46017699115044247,0.8923496736395571,0.3561643835616438,0.9875776397515528,0.5,4800,1200,0.060833333333333336
