size,rate,rep,scenario,tau,mcc_full,f1_full,mcc_norr,f1_norr,delta_mcc,delta_f1
100,0.6,5,B,0.4,0.6651836553993731,0.7594936708860759,0.5471784895299698,0.6482758620689656,0.11800516586940324,0.1112178088171103
100,0.6,6,B,0.4,0.5095512131016741,0.6099290780141844,0.5378509223571529,0.6388888888888888,-0.028299709255478867,-0.02895981087470445
100,0.6,7,B,0.4,0.5794743888181982,0.6801346801346801,0.5237638572162521,0.6245614035087719,0.05571053160194617,0.055573276625908274
100,0.6,8,B,0.4,0.5425208018860926,0.6435986159169551,0.47093490809640226,0.5693430656934307,0.07158589378969038,0.07425555022352437
100,0.6,9,B,0.4,0.5471784895299698,0.6482758620689656,0.5378509223571529,0.6388888888888888,0.009327567172816909,0.009386973180076752
100,0.6,10,B,0.4,0.570298147826109,0.6711864406779661,0.4758252258056096,0.5745454545454545,0.0944729220204994,0.0966409861325116
100,0.6,11,B,0.4,0.5977198509818347,0.6976744186046512,0.570298147826109,0.6711864406779661,0.027421703155725674,0.026487977926685113
100,0.6,12,B,0.4,0.5378509223571529,0.6388888888888888,0.5564589284286687,0.6575342465753424,-0.018608006071515804,-0.01864535768645359
150,0.1,1,B,0.4,0.6037602624621278,0.6153846153846154,0.5823493297163829,0.5974025974025974,0.021410932745744904,0.01798201798201804
150,0.1,2,B,0.4,0.673121170064714,0.6746987951807228,0.570818663587491,0.5897435897435898,0.10230250647722294,0.08495520543713309
150,0.1,3,B,0.4,0.6162177763161811,0.6233766233766235,0.5723088951594519,0.5866666666666667,0.043908881156729196,0.036709956709956804
150,0.1,4,B,0.4,0.49322067471713177,0.5205479452054794,0.49322067471713177,0.5205479452054794,0.0,0.0
150,0.1,5,B,0.4,0.5269840184637936,0.547945205479452,0.38087505471116556,0.417910447761194,0.14610896375262805,0.130034757718258
150,0.1,6,B,0.4,0.6037602624621278,0.6153846153846154,0.4462996881742806,0.47887323943661975,0.15746057428784715,0.13651137594799567
150,0.1,7,B,0.4,0.6204511619772243,0.6216216216216216,0.5975049658663792,0.6027397260273973,0.02294619611084503,0.018881895594224263
150,0.1,8,B,0.4,0.6532272492436951,0.6585365853658537,0.5056343918804952,0.5333333333333333,0.14759285736319994,0.12520325203252036
150,0.1,9,B,0.4,0.5944317033852126,0.6052631578947368,0.5269840184637936,0.547945205479452,0.06744768492141895,0.05731795241528481
150,0.1,10,B,0.4,0.538517204332862,0.56,0.49322067471713177,0.5205479452054794,0.04529652961573022,0.03945205479452063
150,0.1,11,B,0.4,0.6532272492436951,0.6585365853658537,0.6330630406074588,0.6419753086419753,0.020164208636236358,0.016561276723878415
150,0.1,12,B,0.4,0.6456498061509979,0.65,0.5606072028945467,0.5789473684210527,0.08504260325645119,0.07105263157894737
150,0.2,1,B,0.4,0.7037254816656501,0.7384615384615385,0.6328447774060589,0.6774193548387097,0.07088070425959114,0.06104218362282876
150,0.2,2,B,0.4,0.706218304395875,0.7445255474452555,0.6735399090045925,0.7164179104477612,0.03267839539128248,0.0281076369974943
