"";"CASE";"IN01_CP";"IN01";"IN02";"IN05";"IN05_01";"IN06";"IN06_01";"IN06_02";"IN06_03";"IN06_04";"IN08";"IN08_01";"IN08_02";"IN08_03";"IN08_04";"sex";"age";"SO04";"SO06";"HE01_01";"HE01_02";"HE01_03";"HE01_04";"HE01_05";"HE01_06";"HE01_07";"HE01_08";"HE01_09";"HE01_10";"HE01_11";"HE01_12";"HE01_13";"HE01_14";"HE01_15";"HE01_16";"HE01_17";"HE01_18";"HE01_19";"HE01_20";"HE01_21";"HE01_22";"HE01_23";"HE01_24";"HE01_25";"HE01_26";"HE01_27";"HE01_28";"HE01_29";"HE01_30";"HE01_31";"HE01_32";"HE01_33";"HE01_34";"HE01_35";"HE01_36";"HE01_37";"HE01_38";"HE01_39";"HE01_40";"HE01_41";"HE01_42";"HE01_43";"HE01_44";"HE01_45";"HE01_46";"HE01_47";"HE01_48";"HE01_49";"HE01_50";"HE01_51";"HE01_52";"HE01_53";"HE01_54";"HE01_55";"HE01_56";"HE01_57";"HE01_58";"HE01_59";"HE01_60";"HE04_01";"HE04_02";"HE04_03";"HE04_04";"HE04_05";"HE04_06";"HE04_07";"HE04_08";"HE04_09";"HE04_10";"HE04_11";"HE04_12";"HE04_13";"HE04_14";"HE04_15";"HE04_16";"HE04_17";"HE04_18";"HE04_19";"HE04_20";"HE04_21";"HE04_22";"HE04_23";"HE04_24";"HE04_25";"HE04_26";"HE04_27";"HE04_28";"HE04_29";"HE04_30";"HE04_31";"HE04_32";"HE04_33";"HE04_34";"HE04_35";"HE04_36";"HE04_37";"HE04_38";"HE04_39";"HE04_40";"HE04_41";"HE04_42";"HE04_43";"HE04_44";"HE04_45";"HE04_46";"HE04_47";"HE04_48";"HE04_49";"HE04_50";"HE04_51";"HE04_52";"HE04_53";"HE04_54";"HE04_55";"HE04_56";"HE04_57";"HE04_58";"HE04_59";"HE04_60";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME007";"TIME008";"TIME009";"TIME010";"TIME011";"TIME012";"LASTPAGE"
"4946";"473";"140";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";62;"1";"6";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"1";"1";"3";"3";"3";"3";"3";"3";"3";"1";"5";"3";"3";"1";"3";"3";"1";"3";"3";"1";"3";"3";"3";"3";"5";"3";"5";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"1";"1";"10367";"754";"485";"459";"7553";"911";"607";"674";"543";"801";"929";"12077";"2910";"561";"557";"530";"452";"591";"506";"10010";"4317";"3101";"4482";"3248";"3292";"3869";"4970";"3316";"3963";"5787";"7192";"7162";"2024";"2546";"1813";"-6";"3559";"-6";"3438";"2378";"8396";"990";"1664";"1073";"1130";"1907";"2186";"2107";"-6";"2619";"5126";"3276";"1541";"1040";"7360";"659";"787";"3667";"4019";"6201";"6";"10";"13";"53";"27";"31";"42";"46";"27";"35";"16";"16";"12"
"4948";"38";"19";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";38;"1";"3";"5";"5";"2";"4";"3";"1";"3";"5";"5";"3";"5";"1";"3";"1";"3";"3";"3";"3";"1";"1";"1";"4";"4";"3";"4";"1";"4";"2";"3";"2";"2";"1";"3";"4";"1";"5";"4";"4";"3";"3";"5";"2";"5";"1";"3";"2";"4";"2";"2";"5";"3";"2";"3";"5";"4";"1";"1";"4";"1";"1";"8532";"10249";"9722";"3927";"7724";"6635";"6691";"7520";"4274";"5915";"6515";"6428";"7267";"6130";"4131";"5520";"4262";"4298";"4719";"5269";"5703";"3125";"4369";"8083";"6956";"5531";"5724";"5100";"4178";"7963";"7194";"3975";"5771";"4082";"4658";"10895";"5520";"4813";"7484";"5328";"7868";"6944";"4813";"5077";"6046";"6730";"7951";"5843";"4407";"4310";"7884";"4000";"3748";"10646";"4526";"7747";"6525";"6634";"6166";"9160";"1136";"5";"11";"58";"74";"57";"59";"62";"62";"69";"43";"23";"12"
"4951";"139";"39";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";62;"1";"3";"5";"4";"5";"5";"1";"5";"3";"3";"2";"3";"2";"1";"2";"1";"4";"3";"1";"3";"5";"3";"1";"4";"1";"1";"1";"1";"4";"3";"3";"2";"5";"2";"4";"2";"4";"5";"5";"5";"3";"2";"5";"3";"4";"2";"4";"5";"3";"1";"2";"3";"3";"1";"4";"5";"5";"4";"1";"1";"5";"1";"4387";"6521";"6102";"2734";"-6";"6896";"3766";"3844";"-6";"3171";"-6";"3567";"4969";"4407";"4352";"5235";"4245";"3884";"4328";"4216";"2142";"2274";"3443";"3376";"4120";"4932";"5183";"3513";"6282";"4488";"4836";"4128";"3276";"3992";"4750";"2942";"3522";"2828";"3875";"3460";"4480";"3267";"2569";"3818";"-6";"4557";"4862";"4456";"4230";"3003";"4984";"4634";"4012";"3780";"3044";"4922";"4627";"6362";"4425";"6074";"10";"3";"7";"28";"54";"50";"41";"39";"42";"48";"11";"11";"12"
"4962";"151";"42";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";53;"1";"6";"5";"3";"2";"3";"1";"1";"3";"3";"1";"4";"5";"5";"1";"3";"1";"1";"4";"1";"5";"3";"1";"4";"4";"2";"1";"3";"3";"3";"2";"1";"1";"1";"3";"4";"3";"2";"4";"4";"3";"3";"4";"2";"4";"3";"3";"4";"4";"1";"5";"1";"3";"4";"4";"5";"5";"3";"4";"3";"1";"4";"8026";"7901";"8655";"5605";"6315";"15573";"5919";"9837";"5783";"6288";"12614";"6756";"5572";"7941";"6520";"10184";"6840";"6536";"9976";"4571";"4425";"4145";"5048";"5084";"4804";"5752";"12020";"4356";"6056";"6524";"5465";"6104";"7424";"6260";"4836";"6541";"7379";"10053";"6319";"5388";"9238";"6136";"7864";"5548";"4172";"6944";"5468";"6809";"7947";"6272";"8905";"4184";"4456";"8177";"5379";"6064";"8992";"7112";"8584";"7305";"10";"11";"18";"127";"82";"79";"60";"68";"68";"71";"36";"16";"12"
"4969";"106";"28";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";59;"1";"6";"4";"4";"5";"4";"1";"4";"3";"1";"4";"2";"4";"5";"1";"4";"5";"5";"1";"2";"3";"5";"1";"3";"1";"2";"1";"4";"2";"4";"3";"1";"4";"4";"3";"3";"1";"1";"3";"2";"2";"1";"5";"5";"5";"5";"5";"3";"1";"1";"1";"1";"2";"4";"5";"5";"3";"5";"3";"3";"5";"5";"4240";"6013";"6249";"3002";"5247";"7331";"5671";"4934";"5176";"4175";"23198";"919";"5516";"3004";"2702";"5059";"4136";"3009";"6177";"2905";"4932";"2589";"5613";"3658";"3398";"3831";"4944";"3847";"4744";"5162";"4523";"4341";"6181";"3806";"3325";"5021";"2732";"5199";"-6";"3705";"5969";"2723";"2951";"3074";"4377";"-6";"4238";"5252";"3477";"3492";"4480";"1865";"4235";"5134";"7783";"3902";"4521";"6437";"2983";"4007";"8";"4";"14";"66";"54";"59";"45";"50";"47";"47";"24";"9";"12"
"4972";"638";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"292";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1"
"4973";"571";"171";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";68;"1";"4";"1";"2";"3";"4";"1";"3";"5";"2";"2";"2";"3";"1";"4";"4";"2";"3";"2";"4";"2";"4";"1";"3";"4";"1";"4";"2";"3";"2";"4";"3";"5";"4";"4";"3";"2";"4";"5";"3";"2";"3";"4";"2";"4";"2";"3";"2";"3";"2";"2";"2";"3";"2";"4";"5";"2";"4";"2";"4";"2";"1";"15522";"5288";"11802";"4185";"8494";"8380";"11150";"7819";"7279";"-6";"9650";"7009";"7953";"5727";"5513";"8673";"6886";"5309";"-6";"14660";"4637";"3174";"4364";"11430";"6514";"7268";"6670";"6684";"6469";"7155";"11880";"10260";"7031";"4962";"6209";"20487";"8573";"5434";"6885";"6458";"7515";"5074";"8518";"3610";"7222";"6132";"10170";"4871";"5524";"6784";"14677";"5850";"7516";"10406";"4848";"5547";"5704";"-6";"7413";"8247";"19";"38";"13";"28";"89";"88";"65";"90";"67";"86";"33";"14";"12"
"4985";"369";"110";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";75;"1";"5";"2";"4";"3";"4";"2";"2";"5";"4";"2";"2";"2";"1";"3";"4";"2";"4";"4";"3";"2";"2";"2";"4";"2";"2";"5";"3";"3";"2";"4";"2";"4";"2";"4";"2";"2";"5";"4";"4";"4";"4";"4";"2";"4";"2";"3";"3";"4";"2";"3";"2";"4";"2";"3";"4";"1";"2";"2";"2";"2";"1";"9247";"8370";"4964";"3293";"6907";"8496";"-6";"6331";"4847";"6178";"10292";"7223";"7425";"5734";"5046";"8222";"7792";"3973";"15207";"5458";"5190";"7740";"9889";"4593";"5426";"6824";"12450";"3901";"6011";"5562";"8700";"4415";"4931";"6317";"4906";"7650";"5696";"4450";"7600";"5605";"13448";"4545";"4596";"4116";"4860";"6973";"6065";"4224";"6659";"5728";"8802";"3143";"3204";"7636";"4544";"7322";"8874";"8156";"7076";"7319";"4";"5";"12";"63";"66";"78";"77";"62";"63";"68";"27";"4";"12"
"4987";"408";"120";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";56;"1";"3";"3";"4";"3";"4";"2";"2";"3";"3";"2";"2";"2";"4";"3";"4";"2";"2";"3";"2";"2";"4";"1";"4";"4";"2";"2";"2";"2";"3";"2";"3";"3";"2";"3";"2";"4";"3";"4";"4";"3";"3";"3";"4";"3";"3";"4";"4";"4";"2";"2";"2";"3";"2";"3";"2";"3";"4";"1";"3";"2";"4";"3493";"4603";"4421";"3166";"5741";"4496";"4214";"3956";"5618";"5085";"4324";"4407";"3941";"6782";"3791";"4029";"4466";"4710";"3634";"2720";"3217";"2264";"4821";"3181";"4459";"4405";"4626";"3311";"3971";"5383";"4450";"3238";"3648";"3118";"5221";"5722";"3566";"2652";"3467";"4690";"6707";"5091";"2461";"5569";"3579";"2766";"8061";"10473";"7422";"3427";"6333";"3031";"3554";"4163";"2411";"8307";"23342";"3990";"10289";"8199";"2";"5";"9";"41";"46";"43";"41";"42";"60";"75";"24";"5";"12"
"5010";"439";"129";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";57;"1";"6";"4";"4";"2";"4";"3";"4";"3";"3";"3";"2";"4";"4";"3";"3";"3";"3";"3";"2";"2";"2";"2";"4";"3";"2";"4";"2";"3";"2";"3";"2";"3";"3";"2";"3";"3";"4";"3";"4";"2";"3";"4";"2";"3";"2";"3";"3";"4";"2";"3";"4";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"6711";"10078";"6957";"5313";"5735";"10251";"5878";"6539";"7100";"5319";"4607";"5480";"5289";"7963";"5001";"6346";"6305";"5945";"-6";"6115";"3413";"3249";"4963";"6374";"5343";"4705";"5489";"5427";"4967";"5484";"8739";"5132";"4834";"6669";"5781";"-6";"5162";"4421";"6320";"5001";"8745";"6382";"3588";"4500";"5700";"4127";"4736";"3883";"-6";"3485";"6537";"4079";"4182";"5733";"4214";"4940";"6227";"7839";"5016";"8670";"6";"7";"49";"64";"72";"63";"51";"63";"51";"59";"55";"11";"12"
"5016";"562";"168";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";61;"1";"3";"3";"4";"3";"4";"2";"3";"5";"4";"4";"3";"4";"1";"3";"2";"5";"3";"3";"3";"3";"5";"3";"4";"3";"3";"4";"2";"3";"3";"2";"2";"4";"3";"4";"4";"3";"2";"5";"4";"5";"5";"4";"2";"4";"4";"4";"4";"4";"1";"3";"4";"3";"4";"4";"3";"2";"4";"3";"3";"4";"2";"6420";"5282";"3941";"3419";"7821";"4636";"4472";"6862";"5282";"7886";"10325";"6830";"6428";"7956";"4611";"10040";"6907";"5242";"7608";"4029";"5637";"2737";"5413";"6137";"7950";"6414";"9325";"4866";"7385";"7367";"7974";"6976";"7715";"7724";"6481";"4627";"5736";"5075";"7675";"5912";"6704";"6469";"3908";"5415";"4255";"5855";"5603";"5704";"4158";"5112";"7115";"5314";"5519";"7109";"5942";"6216";"13581";"6838";"5328";"8192";"8";"14";"24";"52";"58";"71";"65";"67";"55";"72";"39";"15";"12"
"5025";"314";"93";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";67;"1";"3";"1";"4";"5";"5";"2";"5";"5";"4";"1";"1";"2";"1";"1";"1";"1";"4";"2";"2";"3";"2";"1";"5";"2";"1";"1";"1";"1";"1";"3";"1";"2";"1";"3";"4";"2";"5";"5";"5";"5";"1";"5";"1";"5";"1";"4";"4";"4";"1";"1";"1";"3";"1";"4";"4";"4";"2";"1";"1";"1";"1";"7214";"8021";"7314";"1502";"4883";"3618";"2314";"3501";"2446";"3338";"5544";"6103";"2217";"8331";"2002";"6247";"4288";"3582";"6834";"-6";"2863";"1833";"3350";"3432";"3649";"3080";"8636";"2701";"3152";"5099";"5573";"2832";"3735";"2680";"2352";"3582";"2299";"2103";"4246";"3652";"4278";"4017";"3051";"2464";"3634";"3948";"4020";"3330";"2851";"2249";"4777";"2116";"2087";"3615";"1815";"5066";"3500";"3636";"2765";"5549";"15";"6";"9";"65";"47";"52";"40";"37";"36";"39";"27";"6";"12"
"5033";"256";"75";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";73;"1";"5";"2";"5";"4";"4";"2";"3";"5";"5";"5";"2";"4";"2";"4";"1";"4";"3";"3";"1";"2";"1";"1";"4";"3";"2";"4";"3";"4";"2";"1";"1";"1";"1";"3";"4";"2";"3";"5";"4";"3";"2";"4";"1";"5";"1";"3";"2";"4";"3";"4";"5";"3";"3";"4";"4";"2";"3";"2";"4";"3";"2";"6871";"5655";"20373";"7897";"6401";"6501";"4662";"4612";"4313";"5636";"12678";"4131";"5790";"5793";"6704";"7137";"4502";"4258";"6079";"4501";"5056";"2665";"4117";"4059";"6165";"4451";"6435";"3111";"3714";"4777";"6495";"3436";"4319";"4667";"3528";"3641";"4377";"3636";"6353";"4314";"4762";"2679";"3522";"3409";"4602";"5691";"6676";"4001";"6626";"2966";"4512";"2911";"4960";"6796";"3637";"4575";"5449";"6171";"5140";"5453";"9";"12";"13";"44";"81";"63";"46";"47";"46";"52";"19";"13";"12"
"5036";"725";"218";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";59;"1";"3";"1";"4";"3";"5";"1";"1";"5";"5";"4";"2";"3";"1";"5";"1";"5";"5";"2";"4";"1";"1";"1";"5";"4";"2";"5";"1";"3";"2";"2";"1";"1";"2";"4";"4";"4";"5";"5";"5";"5";"2";"4";"2";"5";"1";"5";"5";"5";"2";"1";"4";"4";"1";"5";"5";"1";"4";"1";"3";"2";"2";"-6";"7462";"8623";"11337";"7126";"27967";"8086";"10092";"8295";"6409";"24686";"6694";"6735";"8710";"4869";"11369";"8603";"6268";"6720";"7467";"5417";"4707";"8576";"8518";"8181";"6484";"13573";"6429";"10089";"8959";"16098";"7306";"4652";"-6";"6881";"8334";"5310";"7452";"6662";"5760";"11295";"5339";"9321";"8458";"6004";"8850";"9478";"7359";"5740";"6642";"-6";"4968";"-6";"7484";"3319";"14072";"7606";"8798";"8204";"11720";"9";"14";"12";"76";"108";"94";"82";"88";"83";"107";"44";"14";"12"
"5048";"480";"142";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";57;"1";"3";"2";"4";"3";"4";"2";"4";"4";"2";"4";"4";"4";"2";"2";"4";"4";"2";"4";"2";"4";"4";"2";"4";"4";"2";"4";"2";"4";"3";"4";"4";"4";"4";"4";"2";"2";"3";"4";"4";"3";"4";"4";"2";"4";"4";"2";"3";"4";"2";"3";"2";"3";"4";"2";"4";"2";"4";"4";"2";"2";"4";"11992";"4398";"4350";"4328";"3044";"1635";"-6";"3186";"2908";"2555";"7280";"3686";"982";"1524";"-6";"1899";"3061";"4009";"2478";"2735";"3545";"3463";"4434";"2886";"3383";"3777";"3277";"3057";"-6";"3011";"4191";"2789";"4719";"2887";"6450";"-6";"3023";"2769";"6465";"2170";"5092";"2812";"2037";"3254";"3772";"3644";"4017";"-6";"2264";"2237";"6583";"2929";"5921";"3599";"2867";"6437";"6029";"4409";"2295";"3913";"28";"18";"20";"135";"47";"45";"37";"46";"36";"47";"52";"23";"12"
"5059";"367";"108";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";68;"1";"5";"5";"5";"1";"3";"5";"5";"1";"3";"5";"2";"5";"5";"1";"1";"3";"5";"3";"1";"3";"3";"3";"3";"2";"2";"1";"1";"1";"3";"3";"1";"5";"5";"5";"1";"3";"1";"3";"4";"1";"1";"3";"5";"3";"4";"2";"5";"5";"3";"5";"4";"1";"3";"3";"5";"5";"5";"1";"1";"3";"5";"8880";"7870";"4621";"7006";"10662";"8283";"7631";"6139";"6261";"6579";"6930";"6467";"5932";"7022";"5829";"11749";"7064";"4551";"7739";"5361";"4851";"4337";"5915";"5244";"8777";"7271";"9365";"6061";"7930";"10380";"8512";"5888";"5266";"6356";"4844";"7344";"8584";"7901";"9085";"6271";"10752";"6610";"5722";"6706";"5909";"6113";"9359";"5768";"7312";"6978";"7451";"-6";"4340";"8053";"5072";"7542";"8394";"7057";"8102";"9044";"5";"17";"9";"45";"77";"70";"71";"72";"72";"73";"13";"16";"12"
"5060";"109";"29";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";67;"1";"5";"4";"4";"4";"4";"2";"2";"2";"4";"3";"3";"3";"4";"3";"2";"4";"3";"2";"2";"3";"3";"2";"3";"4";"3";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"3";"4";"4";"3";"3";"3";"4";"4";"3";"2";"3";"3";"4";"2";"2";"2";"3";"2";"4";"4";"4";"3";"2";"2";"3";"2";"10809";"3942";"5118";"5646";"6061";"3604";"10235";"9236";"6722";"2783";"6451";"6906";"6751";"8058";"6956";"9543";"11502";"7128";"9063";"4690";"7586";"4042";"5108";"4713";"7287";"7019";"5819";"4838";"4669";"5033";"7841";"4853";"6502";"4164";"4617";"6686";"5242";"-6";"3946";"3073";"7818";"4595";"4619";"6627";"3687";"14945";"6051";"5757";"2952";"2314";"8108";"3612";"6432";"7287";"4177";"-6";"9969";"6565";"6151";"7424";"6";"9";"17";"50";"71";"84";"64";"58";"65";"75";"30";"9";"12"
"5068";"130";"36";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";71;"1";"5";"2";"2";"4";"5";"1";"1";"5";"5";"4";"1";"1";"1";"3";"1";"2";"5";"1";"2";"2";"3";"1";"5";"1";"3";"4";"1";"5";"1";"1";"1";"2";"2";"1";"4";"5";"3";"5";"5";"1";"3";"5";"4";"5";"1";"5";"1";"5";"3";"4";"3";"2";"1";"5";"5";"2";"5";"2";"4";"4";"1";"14819";"11856";"23555";"6436";"6160";"23705";"4783";"5337";"4888";"4864";"11471";"7199";"11361";"10176";"-6";"12479";"6400";"6377";"13530";"10006";"6653";"2816";"5212";"8499";"5761";"7960";"6848";"4079";"5299";"7176";"9110";"8338";"7822";"6768";"5080";"3175";"-6";"5295";"13873";"8743";"15326";"5483";"3880";"6888";"7896";"10921";"6624";"12576";"7767";"5539";"9385";"4072";"4191";"6810";"8679";"8216";"9415";"10608";"7952";"6840";"3";"5";"10";"22";"108";"96";"61";"90";"84";"78";"12";"15";"12"
"5069";"354";"105";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";46;"1";"3";"2";"3";"2";"4";"5";"5";"5";"4";"4";"4";"4";"4";"4";"2";"3";"3";"5";"2";"4";"3";"3";"3";"4";"4";"5";"4";"3";"3";"4";"4";"2";"4";"3";"4";"3";"3";"4";"4";"3";"3";"2";"4";"4";"3";"5";"3";"5";"3";"2";"3";"2";"2";"2";"5";"2";"4";"3";"3";"2";"4";"7887";"2094";"7246";"3660";"3982";"2200";"2509";"756";"444";"3477";"1064609";"3556";"2428";"11649";"4639";"4776";"9935";"6243";"5390";"3476";"4622";"8127";"3980";"4773";"10011";"23769";"8477";"3426";"4955";"4408";"7034";"2959";"2866";"3149";"3820";"5708";"4399";"5628";"4634";"3739";"7770";"4350";"4977";"6313";"4721";"5507";"5049";"19297";"5919";"18817";"14317";"3414";"5031";"7614";"4200";"14212";"32912";"6446";"6680";"8414";"2";"3";"9";"12";"36";"1119";"77";"45";"86";"107";"19";"11";"12"
"5073";"375";"112";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";62;"1";"2";"5";"5";"5";"5";"1";"5";"5";"5";"1";"1";"1";"1";"5";"1";"1";"1";"1";"5";"5";"1";"1";"5";"5";"1";"5";"1";"5";"1";"5";"1";"1";"1";"5";"5";"1";"5";"5";"5";"1";"5";"5";"1";"5";"1";"5";"5";"5";"1";"1";"5";"5";"1";"5";"5";"1";"1";"1";"1";"1";"1";"9058";"14296";"4680";"3192";"4112";"10256";"4175";"5044";"3860";"4128";"9063";"3712";"6224";"4576";"2696";"6936";"5248";"3967";"5112";"3584";"3315";"2692";"4104";"4544";"5480";"3480";"6216";"2815";"4444";"4494";"9062";"3286";"5055";"9424";"3907";"5341";"5248";"3567";"7072";"4032";"8469";"3173";"5743";"3800";"3952";"4136";"6359";"3433";"3567";"2417";"5804";"2704";"2688";"7672";"3712";"5752";"5344";"4999";"3960";"4309";"16";"26";"8";"77";"64";"52";"43";"57";"46";"48";"28";"3";"12"
"5077";"406";"120";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";59;"1";"5";"3";"4";"2";"2";"3";"3";"4";"3";"4";"3";"4";"5";"4";"3";"4";"3";"2";"1";"4";"4";"2";"3";"2";"4";"2";"3";"1";"3";"4";"3";"4";"4";"2";"3";"2";"1";"4";"4";"3";"2";"4";"5";"3";"3";"3";"4";"3";"4";"3";"2";"3";"4";"4";"2";"3";"4";"3";"2";"4";"4";"24341";"4286";"4199";"8000";"4600";"5633";"4034";"5016";"3518";"3867";"8735";"5569";"4263";"6354";"2614";"9188";"7425";"4420";"6998";"5636";"8783";"3717";"5003";"5213";"7971";"7461";"10735";"3267";"5283";"6152";"207652";"5436";"5834";"3882";"5100";"18085";"5751";"5377";"3922";"5830";"11664";"6852";"4853";"4364";"4684";"3680";"6399";"5436";"5336";"4150";"10679";"25971";"3953";"5329";"2804";"5935";"5262";"5836";"6816";"8186";"9";"43";"19";"21";"69";"64";"66";"271";"59";"86";"19";"12";"12"
"5078";"485";"144";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";57;"1";"3";"5";"3";"4";"4";"3";"4";"4";"3";"4";"2";"4";"3";"3";"2";"4";"3";"2";"5";"3";"4";"1";"4";"3";"3";"1";"3";"1";"3";"4";"2";"3";"3";"4";"3";"3";"4";"4";"3";"3";"3";"3";"1";"4";"3";"3";"3";"3";"3";"4";"3";"3";"1";"3";"5";"3";"3";"3";"4";"3";"1";"4642";"3527";"5014";"3189";"-6";"4663";"3668";"2228";"2304";"1958";"4607";"2959";"3052";"5864";"2138";"4254";"3213";"2965";"2962";"2613";"3121";"2243";"1861";"5591";"3428";"3640";"6177";"-6";"3140";"3164";"8751";"3391";"2797";"3490";"3292";"3492";"2663";"1905";"4936";"1784";"10312";"2741";"2066";"-6";"3444";"3820";"5648";"2308";"2325";"1621";"3363";"-6";"1764";"4519";"2353";"2828";"4176";"3615";"3996";"3765";"63";"5";"8";"63";"35";"36";"39";"37";"39";"34";"17";"6";"12"
"5084";"165";"46";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";71;"1";"5";"2";"4";"4";"4";"2";"5";"5";"4";"4";"2";"2";"1";"4";"2";"4";"2";"2";"3";"2";"2";"2";"4";"4";"1";"5";"2";"4";"2";"3";"2";"2";"2";"5";"4";"4";"4";"5";"5";"2";"3";"4";"3";"4";"1";"3";"4";"4";"2";"2";"3";"3";"1";"4";"5";"2";"2";"2";"4";"2";"1";"13071";"6687";"9331";"4188";"10731";"11939";"5314";"6724";"7331";"7730";"10172";"10028";"5876";"7407";"5348";"8798";"7376";"5364";"8219";"7020";"4977";"3810";"6759";"9964";"5467";"6596";"6322";"6968";"8681";"8612";"5597";"8228";"6310";"5482";"5159";"7945";"6755";"7794";"6647";"4827";"6369";"4100";"5474";"6517";"7487";"5619";"6921";"6959";"7241";"6922";"5582";"3786";"5440";"7769";"10706";"6628";"8030";"7454";"9639";"8912";"23";"4";"17";"33";"86";"77";"70";"66";"65";"75";"10";"14";"12"
"5087";"427";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1"
"5091";"436";"128";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";66;"1";"5";"5";"1";"5";"5";"1";"1";"1";"5";"1";"5";"5";"5";"5";"4";"5";"3";"3";"4";"4";"5";"5";"4";"5";"4";"3";"4";"2";"3";"2";"1";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"2";"2";"3";"3";"3";"3";"5";"5";"5";"5";"5";"5";"4";"3";"2";"2";"7053";"7352";"15247";"5808";"5033";"7127";"7092";"3500";"7906";"3983";"13535";"5615";"4744";"3954";"6803";"824";"1846";"8125";"1160";"1216";"974";"1128";"1088";"1010";"1275";"880";"905";"732";"743";"2179";"3861";"1591";"932";"926";"646";"609";"760";"759";"592";"544";"847";"1065";"662";"693";"953";"1730";"800";"1240";"890";"751";"1733";"728";"1136";"2050";"1087";"2015";"-6";"816";"1820";"530";"21";"8";"14";"84";"71";"57";"13";"13";"11";"14";"10";"15";"12"
